Query	Subject	pident	length	mismatch	gaopen	qstart	qend	sstart	send	evalue	bitscore
Tc09v2_t017120.1	HKMQ-6859	80.256	937	181	4	133	1067	1	935	0	702
Tc07v2_t004420.1	ZSAB-6860	89.512	553	57	1	309	861	64	615	0	701
Tc07v2_t008070.1	OLXF-5893	83.69	748	116	4	1	745	19	763	0	701
Tc07v2_t004420.2	ZSAB-6860	89.512	553	57	1	309	861	64	615	0	701
Tc09v2_t017440.1	WYIG-6978	89.512	553	58	0	639	1191	327	879	0	701
Tc09v2_t017440.4	WYIG-6978	89.512	553	58	0	402	954	327	879	0	701
Tc01v2_t023230.1	OLXF-5933	87.908	612	53	3	217	807	7	618	0	701
Tc05v2_t001760.1	JTQQ-6685	87.708	602	72	2	220	820	1	601	0	701
Tc07v2_t010820.1	TVSH-6051	81.033	891	157	12	571	1455	1	885	0	699
Tc01v2_t030690.4	ZSAB_grafted_with_VYGG-6393	86.859	624	82	0	319	942	1	624	0	699
Tc01v2_t030690.1	ZSAB_grafted_with_VYGG-6393	86.859	624	82	0	319	942	1	624	0	699
Tc01v2_t030690.2	ZSAB_grafted_with_VYGG-6393	86.859	624	82	0	319	942	1	624	0	699
Tc01v2_t030690.3	ZSAB_grafted_with_VYGG-6393	86.859	624	82	0	319	942	1	624	0	699
Tc05v2_t011800.1	ZSAB_grafted_with_NUZN-6265	84.659	704	104	3	19	720	1	702	0	699
Tc02v2_t024650.1	WYIG-6130	92.105	494	39	0	262	755	1	494	0	697
Tc09v2_t017440.2	WYIG-6978	89.474	551	58	0	578	1128	329	879	0	697
Tc08v2_t005670.2	XFFT-5551	84.637	703	104	4	352	1052	1	701	0	697
Tc01v2_t002270.1	VUSY-4471	85.312	674	99	0	547	1220	154	827	0	697
Tc01v2_t003360.1	PXYR-6496	85.169	681	99	2	1	680	1	680	0	697
Tc03v2_t001070.1	BCAA-5032	80.947	908	148	18	712	1599	10	912	0	695
Tc05v2_t005820.1	OLXF-7363	90.377	530	48	1	160	686	1	530	0	693
Tc05v2_t026690.1	WYIG-6198	93.206	471	32	0	121	591	1	471	0	693
Tc04v2_t025150.1	OLXF-7628	90.874	515	47	0	478	992	1	515	0	691
Tc09v2_t023470.2	LYPZ-6462	82.472	793	136	1	92	884	2	791	0	691
Tc08v2_t010990.1	YUOM-5981	80.808	891	164	7	190	1077	1	887	0	691
Tc01v2_t011690.1	ZSAB-5463	91.751	497	41	0	28	524	1	497	0	691
Tc05v2_t014220.1	ZSAB_grafted_with_THHD-6175	92.041	490	39	0	16	505	1	490	0	689
Tc03v2_t010210.2	GIPR-6383	85.119	672	100	0	730	1401	1	672	0	688
Tc02v2_t003710.1	RQZP-5840	81.731	832	145	7	358	1186	1	828	0	688
Tc09v2_t030220.1	HLJG-5116	79.71	966	184	10	421	1380	1	960	0	688
Tc04v2_t022960.1	ICNN-5670	80.963	872	158	7	640	1505	46	915	0	684
Tc01v2_t029530.1	ZSAB_grafted_with_THHD-5477	86.591	619	83	0	69	687	3	621	0	684
Tc01v2_t029530.2	ZSAB_grafted_with_THHD-5477	86.591	619	83	0	69	687	3	621	0	684
Tc05v2_t007700.2	QTJY-5421	80	945	173	14	620	1559	389	1322	0	684
Tc05v2_t007700.1	QTJY-5421	80	945	173	14	620	1559	389	1322	0	684
Tc04v2_t003090.1	OLXF-6150	86.036	666	54	6	238	903	1	627	0	682
Tc09v2_t022060.1	WYIG-6946	92.934	467	33	0	8	474	2	468	0	682
Tc08v2_t014580.1	THHD-5273	87.167	600	77	0	1	600	1	600	0	682
Tc08v2_t014580.2	THHD-5273	87.167	600	77	0	1	600	1	600	0	682
Tc01v2_t023080.1	OLXF-6298	90.23	522	51	0	1	522	1	522	0	682
Tc06v2_t014570.1	OLXF_grafted_with_HLJG-5220	87.692	585	72	0	181	765	1	585	0	682
Tc04v2_t021700.4	OLXF_grafted_with_WWKL-5940	84.493	690	105	2	79	767	1	689	0	680
Tc04v2_t021700.1	OLXF_grafted_with_WWKL-5940	84.493	690	105	2	79	767	1	689	0	680
Tc04v2_t021700.3	OLXF_grafted_with_WWKL-5940	84.493	690	105	2	79	767	1	689	0	680
Tc04v2_t021700.2	OLXF_grafted_with_WWKL-5940	84.493	690	105	2	220	908	1	689	0	680
Tc09v2_t019990.1	MVSE-5980	85.538	650	94	0	532	1181	1	650	0	680
Tc09v2_t019990.2	MVSE-5980	85.538	650	94	0	532	1181	1	650	0	680
Tc03v2_t026750.1	HLJG-5123	83.401	741	114	8	249	984	23	759	0	678
Tc04v2_t003380.1	QUTB-6552	84.526	685	106	0	130	814	4	688	0	678
Tc06v2_t003370.4	ATFX-6216	85.163	674	87	9	186	849	3	673	0	678
Tc04v2_t015240.4	ZSSR-6387	82.452	775	134	2	259	1032	22	795	0	676
Tc04v2_t015240.3	ZSSR-6387	82.452	775	134	2	259	1032	22	795	0	676
Tc04v2_t015240.2	ZSSR-6387	82.452	775	134	2	259	1032	22	795	0	676
Tc04v2_t015240.1	ZSSR-6387	82.452	775	134	2	184	957	22	795	0	676
Tc02v2_t012200.1	ZSAB_grafted_with_FYTP-5703	91.616	489	41	0	859	1347	1	489	0	676
Tc07v2_t003910.1	MVSE-7324	84.402	686	107	0	340	1025	1	686	0	675
Tc09v2_t020490.2	THHD-6072	85.581	645	91	2	241	884	1	644	0	675
Tc05v2_t003100.3	HBHB-5849	89.366	536	57	0	100	635	1	536	0	675
Tc09v2_t017440.3	INQX-6978	80.805	870	158	7	224	1087	11	877	0	673
Tc01v2_t030770.1	OLXF-4802	91.129	496	44	0	205	700	1	496	0	673
Tc01v2_t003360.1	SMMC-6496	84.638	677	102	2	1	676	1	676	0	673
Tc05v2_t001760.1	FYTP-6685	87.91	579	61	1	70	648	1	570	0	673
Tc04v2_t000990.4	WYIG-5271	87.059	595	75	2	232	825	1	594	0	671
Tc04v2_t000990.1	WYIG-5271	87.059	595	75	2	232	825	1	594	0	671
Tc04v2_t004150.1	OLXF-6641	88.007	567	68	0	259	825	4	570	0	671
Tc04v2_t000990.3	WYIG-5271	87.059	595	75	2	232	825	1	594	0	671
Tc04v2_t000990.5	WYIG-5271	87.059	595	75	2	232	825	1	594	0	671
Tc04v2_t000990.2	WYIG-5271	87.059	595	75	2	232	825	1	594	0	671
Tc09v2_t004470.1	VYGG-6454	86.855	601	78	1	1	600	1	601	0	671
Tc10v2_t010210.5	FGRF-5528	78.36	1049	217	7	1	1044	253	1296	0	671
Tc03v2_t026690.1	Orysa-6098	75.31	1450	330	22	19	1455	4	1438	0	669
Tc03v2_t009010.1	IRAF-6119	78.551	1035	209	12	1266	2295	1035	2061	0	669
Tc04v2_t018900.1	ZSAB_grafted_with_PTLU-5318	86.913	596	78	0	227	822	5	600	0	669
Tc02v2_t017690.1	OLXF-6639	86.151	621	84	2	388	1007	1	620	0	669
Tc07v2_t003910.1	WYIG_grafted_with_MVSE-7324	84.416	693	90	1	340	1032	1	675	0	667
Tc01v2_t026590.2	WYIG-5634	91.224	490	43	0	262	751	1	490	0	667
Tc01v2_t026590.1	WYIG-5634	91.224	490	43	0	262	751	1	490	0	667
Tc06v2_t014570.2	OLXF_grafted_with_HLJG-5220	87.245	588	72	1	181	768	1	585	0	667
Tc04v2_t004910.1	OXYP-4954	81.373	816	152	0	577	1392	1	816	0	665
Tc02v2_t019040.2	ZSAB_grafted_with_HAEU-5426	84.173	695	100	9	445	1134	373	1062	0	665
Tc02v2_t019040.2	TJLC-5426	84.068	703	98	11	438	1134	284	978	0	665
Tc02v2_t019040.2	HAEU-5426	84.173	695	100	9	445	1134	373	1062	0	665
Tc02v2_t019040.1	ZSAB_grafted_with_HAEU-5426	84.173	695	100	9	823	1512	373	1062	0	665
Tc02v2_t019040.1	TJLC-5426	84.068	703	98	11	816	1512	284	978	0	665
Tc02v2_t019040.1	HAEU-5426	84.173	695	100	9	823	1512	373	1062	0	665
Tc01v2_t002690.1	FYTP-4893	86.107	619	84	2	538	1155	1	618	0	665
Tc06v2_t003370.3	SLYR-6216	82.484	765	128	2	322	1080	1	765	0	665
Tc03v2_t001080.1	OLXF-6782	91.966	473	38	0	40	512	1	473	0	664
Tc07v2_t002100.1	ZSAB_grafted_with_NUZN-6954	87.586	580	63	1	190	760	1	580	0	664
Tc03v2_t026750.1	ZSAB_grafted_with_Theca-v1.1-5123	100	358	0	0	621	978	330	687	0	662
Tc09v2_t020390.2	ZSAB_grafted_with_NUZN-5821	88.972	535	59	0	190	724	1	535	0	662
Tc09v2_t020390.1	ZSAB_grafted_with_NUZN-5821	88.972	535	59	0	190	724	1	535	0	662
Tc01v2_t029530.1	THHD-5477	85.945	619	87	0	69	687	3	621	0	662
Tc01v2_t029530.2	THHD-5477	85.945	619	87	0	69	687	3	621	0	662
Tc03v2_t023890.1	OLXF-5090	90.419	501	48	0	214	714	1	501	0	660
Tc04v2_t003380.1	WYIG_grafted_with_QUTB-6552	87.031	586	74	2	229	813	103	687	0	660
Tc04v2_t015390.2	NUZN-7279	83.404	711	118	0	259	969	1	711	0	660
Tc01v2_t013630.1	ZSAB_grafted_with_CWZU-5422	84.779	657	100	0	365	1021	2	658	0	660
Tc01v2_t013630.2	ZSAB_grafted_with_CWZU-5422	84.779	657	100	0	365	1021	2	658	0	660
Tc06v2_t005330.1	Poptr-v3.0-5772	86.207	609	84	0	193	801	1	609	0	660
Tc05v2_t003100.2	HBHB-5849	88.868	539	57	1	100	638	1	536	0	660
Tc01v2_t011690.1	WYIG-5463	93.096	449	31	0	76	524	1	449	0	658
Tc04v2_t025780.1	VQFW-5162	82.138	767	135	2	868	1633	1	766	0	656
Tc09v2_t020490.1	OLXF_grafted_with_THHD-6072	86.986	584	74	2	241	823	1	583	0	656
Tc09v2_t025560.1	ZSAB-5942	86.678	593	77	2	190	781	1	592	0	656
Tc06v2_t009730.1	THHD-6660	83.011	724	123	0	267	990	51	774	0	656
Tc04v2_t016260.1	ZSAB-6992	93.793	435	27	0	1	435	1	435	0	654
Tc09v2_t005050.1	THHD-5554	84.535	666	97	5	70	732	1	663	0	654
Tc08v2_t008610.2	HLJG-6389	85.331	634	91	2	1	633	1	633	0	654
Tc08v2_t008610.1	HLJG-6389	85.331	634	91	2	1	633	1	633	0	654
Tc01v2_t010170.1	UMUL-7029	81.421	802	147	2	94	894	1	801	0	654
Tc06v2_t010430.1	GJNX-6544	75.762	1345	300	19	564	1901	24	1349	0	654
Tc03v2_t009010.1	PJSX-6119	80.177	903	154	18	217	1112	1	885	0	652
Tc04v2_t022960.1	DRIL-5670	75.954	1310	291	22	367	1664	37	1334	0	652
Tc06v2_t003290.1	ZSAB_grafted_with_SVVG-5858	85.285	632	93	0	1	632	1	632	0	652
Tc06v2_t003290.2	ZSAB_grafted_with_SVVG-5858	85.285	632	93	0	1	632	1	632	0	652
Tc06v2_t003290.3	ZSAB_grafted_with_SVVG-5858	85.285	632	93	0	1	632	1	632	0	652
Tc10v2_t010210.6	FGRF-5528	78.529	1006	206	7	62	1062	296	1296	0	652
Tc10v2_t010210.7	FGRF-5528	78.529	1006	206	7	185	1185	296	1296	0	652
Tc03v2_t026750.1	NCVK-5123	82.322	758	127	7	232	984	7	762	0	651
Tc06v2_t005470.1	VGHH-6320	80.918	828	154	4	937	1762	484	1309	0	651
Tc06v2_t003370.1	ATFX-6216	84.226	691	86	11	186	873	3	673	0	651
Tc04v2_t016260.1	WYIG-6992	93.563	435	28	0	1	435	1	435	0	649
Tc01v2_t026060.1	ZSAB_grafted_with_TDTF-4951	87.13	575	70	4	205	777	1	573	0	649
Tc09v2_t020900.1	Ambtr-5018	76.5	1217	268	16	178	1385	43	1250	0	647
Tc01v2_t032820.2	OLXF_grafted_with_GLVK-5949	88.743	533	54	4	306	835	12	541	0	647
Tc01v2_t032820.1	OLXF_grafted_with_GLVK-5949	88.743	533	54	4	330	859	12	541	0	647
Tc07v2_t004420.1	WYIG_grafted_with_HYZL-6860	89.279	513	55	0	343	855	1	513	0	645
Tc07v2_t002430.1	ERWT-5770	78.333	1020	205	15	617	1628	182	1193	0	645
Tc07v2_t004420.2	WYIG_grafted_with_HYZL-6860	89.279	513	55	0	343	855	1	513	0	645
Tc04v2_t006900.1	Arath-5921	75.391	1406	309	33	355	1741	205	1592	0	645
Tc04v2_t006900.2	Arath-5921	75.391	1406	309	33	355	1741	205	1592	0	645
Tc04v2_t006900.3	Arath-5921	75.391	1406	309	33	355	1741	205	1592	0	645
Tc04v2_t021120.1	OLXF-6412	85.927	604	85	0	213	816	3	606	0	645
Tc03v2_t010560.2	WYIG_grafted_with_UZWG-5644	90.985	477	43	0	661	1137	184	660	0	643
Tc04v2_t014020.1	WYIG_grafted_with_TJLC-5131	88.74	524	59	0	439	962	1	524	0	641
Tc04v2_t011880.1	FUPX-6016	79.415	923	178	12	217	1133	1	917	0	641
Tc09v2_t023470.2	EDXZ-6462	83.405	693	113	2	196	887	61	752	0	641
Tc09v2_t012330.1	WYIG-7013	93.318	434	29	0	241	674	1	434	0	641
Tc01v2_t002170.1	TEZA-5599	79.036	954	187	11	537	1485	249	1194	0	641
Tc01v2_t025080.1	WMUK-5138	88.74	524	59	0	124	647	1	524	0	641
Tc03v2_t024790.2	HAEU-6034	85.927	604	80	3	232	834	1	600	0	640
Tc03v2_t024790.1	HAEU-6034	85.927	604	80	3	232	834	1	600	0	640
Tc04v2_t016260.2	ZSAB-6992	93.303	433	28	1	1	432	1	433	0	638
Tc04v2_t004150.1	ZSAB-6641	87.148	568	66	6	264	825	9	575	0	638
Tc04v2_t011880.1	BYNZ-6016	78.756	965	195	10	228	1187	33	992	0	638
Tc02v2_t022020.1	Arath-6026	81.298	786	147	0	211	996	22	807	0	638
Tc09v2_t007220.1	WWKL-5859	82.9	731	104	11	172	899	1	713	0	638
Tc09v2_t012330.1	DXQW-7013	86.473	584	75	4	247	828	1	582	0	638
Tc09v2_t008030.1	WYIG-5430	90.776	477	44	0	112	588	1	477	0	638
Tc09v2_t008030.1	ZSAB-5430	90.683	483	39	2	112	588	1	483	0	638
Tc08v2_t004340.1	OLXF-5594	84.834	633	96	0	438	1070	15	647	0	638
Tc06v2_t012500.1	SVVG-6883	89.899	495	50	0	355	849	1	495	0	638
Tc04v2_t018900.1	PTLU-5318	85.906	596	84	0	227	822	11	606	0	636
Tc04v2_t001630.1	TIUZ-5977	85.413	617	84	1	173	789	8	618	0	636
Tc02v2_t025050.1	KPTE-6492	88.302	530	62	0	249	778	15	544	0	636
Tc05v2_t015220.1	Arath-6258	79.751	884	173	6	290	1170	35	915	0	636
Tc09v2_t020490.1	THHD-6072	86.301	584	78	2	241	823	1	583	0	634
Tc08v2_t002810.1	OLXF_grafted_with_HAEU-6601	86.585	574	77	0	335	908	2	575	0	634
Tc08v2_t002810.3	OLXF_grafted_with_HAEU-6601	86.585	574	77	0	281	854	2	575	0	634
Tc08v2_t002810.2	OLXF_grafted_with_HAEU-6601	86.585	574	77	0	335	908	2	575	0	634
Tc01v2_t030690.4	VYGG-6393	85.12	625	88	3	319	942	1	621	0	634
Tc01v2_t030690.1	VYGG-6393	85.12	625	88	3	319	942	1	621	0	634
Tc01v2_t030690.2	VYGG-6393	85.12	625	88	3	319	942	1	621	0	634
Tc01v2_t030690.3	VYGG-6393	85.12	625	88	3	319	942	1	621	0	634
Tc05v2_t005610.1	ZSAB-6282	91.202	466	41	0	206	671	5	470	0	634
Tc07v2_t002100.2	ZSAB_grafted_with_NUZN-6954	86.724	580	63	2	21	586	1	580	0	632
Tc07v2_t002100.3	ZSAB_grafted_with_NUZN-6954	86.724	580	63	2	21	586	1	580	0	632
Tc04v2_t016260.2	WYIG-6992	93.072	433	29	1	1	432	1	433	0	632
Tc08v2_t005670.1	XFFT-5551	84.555	641	95	4	312	950	63	701	0	632
Tc05v2_t023680.1	VYGG-5434	87.207	555	71	0	13	567	1	555	0	632
Tc03v2_t016780.1	WYIG-4691	87.755	539	66	0	169	707	1	539	0	630
Tc08v2_t002420.1	Arath-6139	79.68	876	176	2	235	1109	49	923	0	630
Tc02v2_t030670.1	HENI-5853	84.543	634	98	0	1	634	1	634	1.15E-180	628
Tc01v2_t006170.1	OLXF_grafted_with_HAEU-6559	89.421	501	50	2	181	678	1	501	1.57E-180	628
Tc10v2_t005720.1	AAXJ-5427	81.33	782	138	7	476	1253	29	806	2.23E-180	628
Tc10v2_t005720.2	AAXJ-5427	81.33	782	138	7	473	1250	29	806	2.22E-180	628
Tc03v2_t016780.1	THHD-4691	87.363	546	69	0	169	714	1	546	4.35E-180	627
Tc09v2_t019990.1	QTJY-5980	83.969	655	103	2	532	1185	1	654	7.88E-180	627
Tc09v2_t019990.2	QTJY-5980	83.969	655	103	2	532	1185	1	654	7.88E-180	627
Tc01v2_t022230.2	WYIG_grafted_with_SVVG-6854	82.153	734	127	4	190	921	1	732	5.7E-180	627
Tc01v2_t023200.1	TOKV-6961	79.484	892	175	8	220	1107	7	894	6.82E-180	627
Tc06v2_t005360.1	HQRJ-5791	85.983	585	82	0	409	993	1	585	6.25E-180	627
Tc06v2_t005360.3	HQRJ-5791	85.983	585	82	0	391	975	1	585	6.14E-180	627
Tc04v2_t006900.3	YBML-5921	76.621	1172	250	23	2491	3650	2338	3497	8.15E-179	625
Tc02v2_t017690.1	WYIG_grafted_with_VVPY-6639	88.213	526	59	3	484	1008	10	533	2.39E-179	625
Tc06v2_t012500.1	ZSAB-6883	91.106	461	41	0	355	815	1	461	2.07E-179	625
Tc07v2_t003180.1	NHUA-5304	85.222	609	87	3	1	609	1	606	4.9E-179	623
Tc07v2_t003180.2	NHUA-5304	85.222	609	87	3	1	609	1	606	4.9E-179	623
Tc04v2_t000990.4	ZSAB_grafted_with_FYTP-5271	85.522	594	86	0	232	825	1	594	2.37E-178	621
Tc04v2_t000990.1	ZSAB_grafted_with_FYTP-5271	85.522	594	86	0	232	825	1	594	2.37E-178	621
Tc04v2_t000990.3	ZSAB_grafted_with_FYTP-5271	85.522	594	86	0	232	825	1	594	2.37E-178	621
Tc04v2_t000990.5	ZSAB_grafted_with_FYTP-5271	85.522	594	86	0	232	825	1	594	2.37E-178	621
Tc04v2_t000990.2	ZSAB_grafted_with_FYTP-5271	85.522	594	86	0	232	825	1	594	2.37E-178	621
Tc01v2_t023230.2	Vitvi-Genoscope.12X-5933	83.56	663	109	0	520	1182	4	666	3.43E-178	621
Tc01v2_t011220.1	WYIG_grafted_with_YKFU-6439	90.753	465	43	0	300	764	30	494	2.25E-178	621
Tc06v2_t012500.1	UZWG-6883	89.293	495	53	0	355	849	1	495	2.67E-178	621
Tc05v2_t007740.1	YKQR-7111	85.065	616	84	5	307	915	1	615	2.65E-178	621
Tc05v2_t007740.3	YKQR-7111	85.065	616	84	5	313	921	1	615	2.66E-178	621
Tc05v2_t007740.2	YKQR-7111	85.065	616	84	5	313	921	1	615	2.66E-178	621
Tc08v2_t009990.5	WYIG_grafted_with_LWDA-4889	92.22	437	34	0	505	941	1	437	1.05E-177	619
Tc08v2_t009990.2	WYIG_grafted_with_LWDA-4889	92.22	437	34	0	505	941	1	437	1.16E-177	619
Tc08v2_t009990.3	WYIG_grafted_with_LWDA-4889	92.22	437	34	0	505	941	1	437	1.24E-177	619
Tc05v2_t007740.1	QUTB-7111	84.853	614	93	0	307	920	1	614	9.51E-178	619
Tc05v2_t007740.3	QUTB-7111	84.853	614	93	0	313	926	1	614	9.58E-178	619
Tc05v2_t007740.2	QUTB-7111	84.853	614	93	0	313	926	1	614	9.58E-178	619
Tc03v2_t019240.2	OLXF_grafted_with_VYGG-7361	86.957	552	68	4	120	669	3	552	2.45E-177	617
Tc02v2_t016310.1	WYIG_grafted_with_LWDA-6636	84.554	628	91	5	247	871	1	625	3.3E-177	617
Tc09v2_t015350.1	NUZN-6404	85.033	608	89	2	11	617	11	617	3.22E-177	617
Tc01v2_t020320.1	ZSAB_grafted_with_SVVG-6420	83.689	656	105	2	436	1090	4	658	4.21E-177	617
Tc01v2_t012800.2	WYIG-5918	89.249	493	52	1	510	1002	223	714	1.36E-176	616
Tc01v2_t012800.1	WYIG-5918	89.249	493	52	1	510	1002	223	714	1.36E-176	616
Tc05v2_t004850.1	OLXF_grafted_with_BCAA-6667	85.666	586	81	2	731	1313	11	596	7.29E-176	614
Tc02v2_t001560.2	TIUZ-7331	87.085	542	68	2	213	753	3	543	1.78E-175	612
Tc02v2_t001560.3	TIUZ-7331	87.085	542	68	2	213	753	3	543	1.93E-175	612
Tc02v2_t024400.7	FYTP-5702	85.913	575	79	2	483	1056	198	771	1.82E-175	612
Tc01v2_t011790.1	WYIG-6148	91.295	448	39	0	273	720	9	456	1.27E-175	612
Tc01v2_t011220.1	ZSAB_grafted_with_YKFU-6439	90.343	466	45	0	300	765	30	495	1.36E-175	612
Tc02v2_t028720.1	HAEU-6979	83.013	677	111	4	166	840	1	675	5.61E-175	610
Tc05v2_t014530.1	JTQQ-6448	79.787	846	165	6	361	1203	25	867	7.49E-175	610
Tc03v2_t027140.2	OLXF-6226	87.127	536	69	0	692	1227	509	1044	3.26E-174	608
Tc01v2_t028600.1	ZSAB-5919	90.929	452	41	0	295	746	1	452	1.66E-174	608
Tc02v2_t008790.1	ZSAB-5870	91.403	442	38	0	56	497	2	443	5.74E-174	606
Tc05v2_t016050.1	FCCA-6779	82.378	698	121	2	237	933	6	702	7.46E-174	606
Tc02v2_t011560.1	ZRIN-5326	77.024	1062	234	9	618	1674	63	1119	6.43E-172	601
Tc03v2_t016700.1	WYIG_grafted_with_LFOG-6488	90.043	462	46	0	544	1005	1	462	1.58E-171	599
Tc04v2_t003380.1	NUZN-6552	86.447	546	74	0	127	672	1	546	1.1E-171	599
Tc04v2_t003090.1	FYTP-6150	85.299	585	80	5	313	894	1	582	1.26E-171	599
Tc02v2_t005970.1	ICNN-6572	79.205	880	169	12	147	1019	9	881	1.42E-171	599
Tc09v2_t023600.1	CIAC-6909	86.916	535	68	2	301	834	1	534	1.11E-171	599
Tc09v2_t010850.2	ZSAB-6962	89.936	467	44	1	151	614	1	467	8.26E-172	599
Tc09v2_t010850.2	WYIG_grafted_with_PAZJ-6962	89.451	474	50	0	151	624	1	474	8.26E-172	599
Tc09v2_t023600.2	CIAC-6909	86.916	535	68	2	301	834	1	534	1.11E-171	599
Tc06v2_t012500.1	OLXF-6883	88.485	495	57	0	355	849	1	495	1.25E-171	599
Tc04v2_t018900.1	SLYR-5318	85.103	584	87	0	235	818	16	599	3.94E-171	597
Tc02v2_t001560.1	TIUZ-7331	86.716	542	67	4	213	750	3	543	5.39E-171	597
Tc05v2_t001160.1	JSZD-6620	84.026	626	95	4	263	884	23	647	4.25E-171	597
Tc04v2_t005270.1	WYIG_grafted_with_WWKL-4793	91.455	433	37	0	561	993	63	495	4.34E-170	595
Tc03v2_t007040.3	ZSAB-6631	88.548	489	56	0	364	852	292	780	5.29E-170	593
Tc03v2_t010560.2	ZSAB_grafted_with_UZWG-5644	89.099	477	52	0	661	1137	184	660	7.35E-170	593
Tc04v2_t025770.1	JPDJ-5200	84.641	599	88	3	307	903	1	597	6.13E-170	593
Tc04v2_t004150.1	Manes-v4.1-6641	85.439	570	83	0	256	825	1	570	5.12E-170	593
Tc04v2_t023930.1	QSKP-5339	76.768	1089	236	12	247	1328	10	1088	1.25E-169	593
Tc09v2_t005050.1	SLYR-5554	81.411	737	127	9	1	732	1	732	9.2E-170	593
Tc08v2_t016820.5	FYTP-6274	85.842	558	79	0	235	792	34	591	5.04E-170	593
Tc08v2_t016820.2	FYTP-6274	85.842	558	79	0	427	984	34	591	6.26E-170	593
Tc08v2_t016820.6	FYTP-6274	85.842	558	79	0	235	792	34	591	5.04E-170	593
Tc08v2_t016820.3	FYTP-6274	85.842	558	79	0	415	972	34	591	6.19E-170	593
Tc08v2_t016820.4	FYTP-6274	85.842	558	79	0	427	984	34	591	6.26E-170	593
Tc01v2_t023330.2	NJLF-5406	85.638	564	81	0	1192	1755	298	861	1.17E-169	593
Tc01v2_t026590.2	QUTB-5634	85.765	562	78	2	196	756	4	564	8.43E-170	593
Tc01v2_t026590.1	QUTB-5634	85.765	562	78	2	196	756	4	564	8.43E-170	593
Tc01v2_t023330.1	NJLF-5406	85.638	564	81	0	1600	2163	298	861	1.43E-169	593
TcUnv2_t000300.1	THHD-6284	83.103	651	109	1	641	1291	66	715	3.56E-169	592
Tc02v2_t005970.2	ICNN-6572	79.11	876	169	12	1	869	13	881	2.04E-169	592
Tc09v2_t003450.1	OLXF_grafted_with_VYGG-6303	88.153	498	58	1	403	899	1	498	2.05E-169	592
Tc09v2_t008730.1	WYIG-6238	86.679	533	69	2	589	1120	1	532	1.03E-168	590
Tc05v2_t014530.1	Arath-6448	79.07	860	176	4	349	1206	13	870	3.51E-168	588
Tc04v2_t012370.1	ZSAB_grafted_with_QUTB-6864	94.041	386	23	0	235	620	1	386	6.68E-168	586
Tc02v2_t022020.1	UOYN-6026	80.759	764	136	6	238	991	1	763	1.04E-167	586
Tc08v2_t014310.1	QTJY-6029	83.573	627	101	2	388	1013	1	626	1.1E-167	586
Tc07v2_t006300.1	OLXF_grafted_with_WVEF-6378	82.727	660	111	3	703	1359	1	660	5.16E-167	584
Tc07v2_t006300.2	OLXF_grafted_with_WVEF-6378	82.727	660	111	3	538	1194	1	660	4.53E-167	584
Tc08v2_t004340.1	ZSAB-5594	83.489	642	91	8	438	1070	12	647	4E-167	584
Tc01v2_t011790.1	OLXF-6148	90.022	451	43	2	271	720	7	456	9.93E-167	582
Tc01v2_t022000.3	XNLP-6376	82.544	676	104	4	82	744	16	690	1.14E-166	582
Tc03v2_t001070.1	CCID-5032	81.91	691	121	4	906	1594	210	898	8.14E-166	580
Tc02v2_t001450.1	GRFT-4527	78.911	863	176	6	307	1166	1	860	7.75E-166	580
Tc02v2_t001450.2	GRFT-4527	78.911	863	176	6	307	1166	1	860	7.75E-166	580
Tc05v2_t000730.1	DRIL-6924	78.28	907	193	4	436	1340	145	1049	7.5E-166	580
Tc04v2_t018260.2	QTJY-4796	80.332	783	139	13	141	920	6	776	1.92E-165	579
Tc04v2_t018260.1	QTJY-4796	80.332	783	139	13	159	938	6	776	1.96E-165	579
Tc03v2_t010730.1	ZSAB_grafted_with_Theca-v1.1-7028	86.857	525	57	1	166	678	1	525	4.23E-165	577
Tc02v2_t030010.1	OLXF-7067	92.929	396	28	0	55	450	1	396	4.14E-165	577
Tc08v2_t008420.1	WYIG_grafted_with_WYIG-7194	90.09	444	44	0	316	759	16	459	5.06E-165	577
Tc08v2_t008420.2	WYIG_grafted_with_WYIG-7194	90.09	444	44	0	316	759	16	459	5.08E-165	577
Tc06v2_t003290.1	HQRJ-5858	84.38	589	90	2	1	588	1	588	7.15E-165	577
Tc06v2_t003290.2	HQRJ-5858	84.38	589	90	2	1	588	1	588	7.15E-165	577
Tc06v2_t004750.1	HLJG-6405	79.612	824	152	11	166	981	1	816	1.06E-164	577
Tc06v2_t003290.3	HQRJ-5858	84.38	589	90	2	1	588	1	588	7.15E-165	577
Tc06v2_t004750.2	HLJG-6405	79.612	824	152	11	166	981	1	816	1.07E-164	577
Tc04v2_t003090.1	XFFT-6150	82.569	654	112	2	238	890	1	653	2.12E-164	575
Tc09v2_t007330.1	OLXF-6528	90.888	428	39	0	163	590	1	428	1.33E-164	575
Tc01v2_t034410.1	AXBO-4989	82.519	675	98	10	316	989	1	656	2.47E-164	575
Tc01v2_t022230.2	SVVG-6854	80.811	740	135	5	190	924	1	738	7.54E-164	573
Tc01v2_t006170.1	ZSAB_grafted_with_HAEU-6559	86.94	513	64	2	181	690	1	513	7.44E-164	573
Tc04v2_t013710.2	OLXF-6506	87.129	505	63	2	166	669	10	513	1.94E-163	571
Tc01v2_t010080.1	WYIG-5936	93.077	390	27	0	148	537	1	390	2.79E-163	571
