queryHit,dbHit
Tc05v2_t020620.2,LVUS-5614
Tc05v2_t020620.2,EYRD-5614
Tc05v2_t009470.1,ZSAB_grafted_with_TIUZ-6114
Tc05v2_t009470.1,TIUZ-6114
Tc05v2_t014530.1,BCAA-6448
Tc05v2_t014530.1,ZSAB_grafted_with_QUTB-6448
Tc05v2_t014530.1,QUTB-6448
Tc05v2_t014530.1,JTQQ-6448
Tc05v2_t014530.1,Arath-6448
Tc05v2_t008970.1,ZSAB-5945
Tc05v2_t008970.1,OLXF-5945
Tc05v2_t008970.1,Ambtr-5945
Tc05v2_t004850.1,WYIG_grafted_with_BCAA-6667
Tc05v2_t004850.1,OLXF_grafted_with_BCAA-6667
Tc05v2_t004850.1,BCAA-6667
Tc05v2_t004850.1,Arath-6667
Tc05v2_t003740.2,ZSAB-5802
Tc05v2_t003100.3,OLXF-5849
Tc05v2_t003100.3,HBHB-5849
Tc05v2_t003100.3,Arath-5849
Tc05v2_t001160.1,WYIG_grafted_with_JSZD-6620
Tc05v2_t001160.1,JSZD-6620
Tc05v2_t020430.2,QUTB-5865
Tc05v2_t020430.2,OLXF-5865
Tc05v2_t007740.2,ZSAB_grafted_with_AUIP-7111
Tc05v2_t007740.2,WYIG_grafted_with_AUIP-7111
Tc05v2_t007740.2,YKQR-7111
Tc05v2_t007740.2,QUTB-7111
Tc05v2_t006120.3,ZSAB-6366
Tc05v2_t013050.1,OLXF_grafted_with_VUSY-6791
Tc05v2_t013050.1,ZSAB_grafted_with_VUSY-6791
Tc05v2_t003740.1,ZSAB-5802
