Query	Subject	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
WYIG_grafted_with_BCAA-6955	Tc03v2_t013950.3	90.774	336	31	0	1	336	121	456	5.18E-126	449
WYIG_grafted_with_BCAA-6955	Tc03v2_t013950.1	90.774	336	31	0	1	336	121	456	5.18E-126	449
WYIG_grafted_with_BCAA-6955	Tc03v2_t013950.2	90.774	336	31	0	1	336	121	456	5.18E-126	449
Arath-5840	Tc02v2_t003710.1	82.609	828	134	10	1	823	358	1180	0	723
OWAS-5840	Tc02v2_t003710.1	82.888	824	132	7	1	818	358	1178	0	732
RQZP-5840	Tc02v2_t003710.1	81.753	833	143	9	1	828	358	1186	0	688
THHD-5840	Tc02v2_t003710.1	85.627	814	117	0	1	814	358	1171	0	856
ZSAB-5840	Tc02v2_t003710.1	90.942	828	66	1	1	819	358	1185	0	1107
WYIG-5840	Tc02v2_t003710.1	91.009	823	74	0	1	823	358	1180	0	1112
HAEU-5513	Tc04v2_t010850.1	81.711	596	107	2	15	609	303	897	1.23E-139	496
WYIG-5513	Tc04v2_t010850.1	86.607	784	105	0	3	786	222	1005	0	867
OLXF-5513	Tc04v2_t010850.1	84.544	757	115	2	3	758	222	977	0	749
YKFU-6439	Tc01v2_t011220.1	84.365	307	48	0	30	336	300	606	1.55E-81	302
WYIG_grafted_with_YKFU-6439	Tc01v2_t011220.1	90.753	465	43	0	30	494	300	764	1.57E-177	621
ZSAB_grafted_with_YKFU-6439	Tc01v2_t011220.1	90.343	466	45	0	30	495	300	765	9.43E-175	612
CIAC-6909	Tc09v2_t023600.2	86.916	535	68	2	1	534	301	834	7.93E-171	599
CIAC-6909	Tc09v2_t023600.1	86.916	535	68	2	1	534	301	834	7.93E-171	599
ZPKK-6909	Tc09v2_t023600.2	85.448	536	69	3	16	551	301	827	2.36E-156	551
ZPKK-6909	Tc09v2_t023600.1	85.448	536	69	3	16	551	301	827	2.36E-156	551
OLXF_grafted_with_CIAC-6909	Tc09v2_t023600.2	91.444	561	48	0	1	561	274	834	0	771
OLXF_grafted_with_CIAC-6909	Tc09v2_t023600.1	91.444	561	48	0	1	561	274	834	0	771
WYIG-6909	Tc09v2_t023600.2	93.571	560	36	0	2	561	275	834	0	835
WYIG-6909	Tc09v2_t023600.1	93.571	560	36	0	2	561	275	834	0	835
WYIG-5536	Tc01v2_t033100.1	92.204	372	29	0	1	372	199	570	2.6E-149	527
WYIG-5536	Tc01v2_t033100.2	92.204	372	29	0	1	372	199	570	2.6E-149	527
WYIG-5536	Tc01v2_t033100.3	92.204	372	29	0	1	372	82	453	2.6E-149	527
OLXF-5536	Tc01v2_t033100.1	92.513	374	28	0	1	374	196	569	4.35E-152	536
OLXF-5536	Tc01v2_t033100.2	92.513	374	28	0	1	374	196	569	4.35E-152	536
OLXF-5536	Tc01v2_t033100.3	92.513	374	28	0	1	374	79	452	4.35E-152	536
UZWG-5644	Tc03v2_t010560.1	81.599	663	110	11	1	657	565	1221	2.19E-152	538
UZWG-5644	Tc03v2_t010560.2	83.891	478	69	7	184	657	661	1134	1.05E-125	449
ZSAB_grafted_with_UZWG-5644	Tc03v2_t010560.1	87.292	661	82	2	1	660	565	1224	0	754
ZSAB_grafted_with_UZWG-5644	Tc03v2_t010560.2	89.099	477	52	0	184	660	661	1137	4.6E-169	593
OLXF_grafted_with_VUSY-5644	Tc03v2_t010560.1	83.654	936	147	6	1	933	289	1221	0	876
OLXF_grafted_with_VUSY-5644	Tc03v2_t010560.2	88.136	354	42	0	1	354	289	642	3.3E-117	422
WYIG_grafted_with_UZWG-5644	Tc03v2_t010560.1	89.713	661	66	2	1	660	565	1224	0	843
WYIG_grafted_with_UZWG-5644	Tc03v2_t010560.2	90.985	477	43	0	184	660	661	1137	0	643
LWDA-6494	Tc02v2_t010020.1	84.761	1319	191	8	2	1313	320	1635	0	1314
NUZN-6494	Tc02v2_t010020.1	85.966	1304	179	4	1	1302	304	1605	0	1391
OLXF-6494	Tc02v2_t010020.1	85.973	1326	163	8	2	1305	287	1611	0	1400
FYSJ-5421	Tc05v2_t007700.1	76.742	933	199	15	382	1302	622	1548	4.49E-142	505
FYSJ-5421	Tc05v2_t007700.2	76.742	933	199	15	382	1302	622	1548	4.49E-142	505
NUZN-5421	Tc05v2_t007700.1	83.103	941	139	12	218	1142	623	1559	0	839
NUZN-5421	Tc05v2_t007700.2	83.103	941	139	12	218	1142	623	1559	0	839
QTJY-5421	Tc05v2_t007700.1	79.979	944	175	12	389	1322	620	1559	0	684
QTJY-5421	Tc05v2_t007700.2	79.979	944	175	12	389	1322	620	1559	0	684
VYGG-5421	Tc05v2_t007700.1	84.591	941	131	12	230	1160	623	1559	0	922
VYGG-5421	Tc05v2_t007700.2	84.591	941	131	12	230	1160	623	1559	0	922
ZSAB_grafted_with_VYGG-5421	Tc05v2_t007700.1	86.735	1357	167	11	1	1346	205	1559	0	1496
ZSAB_grafted_with_VYGG-5421	Tc05v2_t007700.2	86.735	1357	167	11	1	1346	205	1559	0	1496
OLXF_grafted_with_VYGG-5421	Tc05v2_t007700.1	89.581	931	88	3	240	1161	630	1560	0	1175
OLXF_grafted_with_VYGG-5421	Tc05v2_t007700.2	89.581	931	88	3	240	1161	630	1560	0	1175
WYIG-5421	Tc05v2_t007700.1	90.318	785	73	1	392	1173	623	1407	0	1029
WYIG-5421	Tc05v2_t007700.1	91.777	377	31	0	1	377	205	581	3.08E-148	525
WYIG-5421	Tc05v2_t007700.2	90.318	785	73	1	392	1173	623	1407	0	1029
WYIG-5421	Tc05v2_t007700.2	91.777	377	31	0	1	377	205	581	3.08E-148	525
Ambtr-5018	Tc09v2_t020900.1	76.5	1217	268	16	43	1250	178	1385	0	647
Arath-5018	Tc09v2_t020900.1	78.489	1218	248	14	43	1253	178	1388	0	785
BFJL-5018	Tc09v2_t020900.1	81.633	1225	211	10	1	1221	175	1389	0	1003
KYNE-5018	Tc09v2_t020900.1	78.3	1212	252	10	31	1235	175	1382	0	771
QUTB-5018	Tc09v2_t020900.1	82.213	1220	215	2	36	1254	171	1389	0	1050
OLXF-5018	Tc09v2_t020900.1	87.57	1255	145	8	1	1245	136	1389	0	1445
WYIG_grafted_with_BFJL-5018	Tc09v2_t020900.1	83.703	1264	192	10	1	1260	136	1389	0	1181
WYIG_grafted_with_CZPV-5842	Tc03v2_t015980.2	82.935	920	155	2	2	920	125	1043	0	828
WYIG_grafted_with_CZPV-5842	Tc03v2_t015980.1	82.505	926	154	5	2	920	125	1049	0	806
OLXF_grafted_with_CZPV-5842	Tc03v2_t015980.2	82.457	1294	208	13	2	1278	125	1416	0	1116
OLXF_grafted_with_CZPV-5842	Tc03v2_t015980.1	82.077	1300	208	14	2	1278	125	1422	0	1088
ZSAB_grafted_with_CZPV-5842	Tc03v2_t015980.2	82.174	920	162	2	2	920	125	1043	0	789
ZSAB_grafted_with_CZPV-5842	Tc03v2_t015980.1	81.749	926	161	4	2	920	125	1049	0	767
ZSAB-5941	Tc02v2_t013190.1	90.974	421	38	0	1	421	43	463	1.75E-161	568
OLXF-5941	Tc02v2_t013190.1	90.024	421	42	0	1	421	43	463	8.22E-155	545
Arath-5849	Tc05v2_t003100.3	79.926	543	103	6	1	540	100	639	4.06E-109	394
Arath-5849	Tc05v2_t003100.2	79.67	546	102	7	1	540	100	642	2.44E-106	385
HBHB-5849	Tc05v2_t003100.3	89.366	536	57	0	1	536	100	635	0	675
HBHB-5849	Tc05v2_t003100.2	88.868	539	57	1	1	536	100	638	0	660
OLXF-5849	Tc05v2_t003100.3	93.704	540	34	0	1	540	100	639	0	809
OLXF-5849	Tc05v2_t003100.2	93.186	543	34	1	1	540	100	642	0	795
Arath-7331	Tc02v2_t001560.3	81.111	540	92	9	9	543	219	753	8.17E-118	424
Arath-7331	Tc02v2_t001560.2	81.111	540	92	9	9	543	219	753	8.17E-118	424
Arath-7331	Tc02v2_t001560.1	81.111	540	89	10	9	543	219	750	1.06E-116	420
CAQZ-7331	Tc02v2_t001560.3	83.068	502	85	0	13	514	223	724	7.07E-128	457
CAQZ-7331	Tc02v2_t001560.2	83.068	502	85	0	13	514	223	724	7.07E-128	457
CAQZ-7331	Tc02v2_t001560.1	82.669	502	84	2	13	514	223	721	1.98E-123	442
EILE-7331	Tc02v2_t001560.3	84.713	471	71	1	1	470	282	752	9.16E-132	470
EILE-7331	Tc02v2_t001560.2	84.713	471	71	1	1	470	282	752	9.16E-132	470
EILE-7331	Tc02v2_t001560.1	84.289	471	70	3	1	470	282	749	7.13E-128	457
TIUZ-7331	Tc02v2_t001560.3	87.085	542	68	2	3	543	213	753	1.51E-174	612
TIUZ-7331	Tc02v2_t001560.2	87.085	542	68	2	3	543	213	753	1.51E-174	612
TIUZ-7331	Tc02v2_t001560.1	86.716	542	67	4	3	543	213	750	4.23E-170	597
TKEK-7331	Tc02v2_t001560.3	82.772	534	92	0	17	550	227	760	4.01E-134	477
TKEK-7331	Tc02v2_t001560.2	82.772	534	92	0	17	550	227	760	4.01E-134	477
TKEK-7331	Tc02v2_t001560.1	82.397	534	91	2	17	550	227	757	1.12E-129	462
XMVD-7331	Tc02v2_t001560.3	82.846	513	88	0	29	541	239	751	6.29E-129	460
XMVD-7331	Tc02v2_t001560.2	82.846	513	88	0	29	541	239	751	6.29E-129	460
XMVD-7331	Tc02v2_t001560.1	82.456	513	87	1	29	541	239	748	1.76E-124	446
OLXF_grafted_with_TIUZ-7331	Tc02v2_t001560.3	85.414	905	127	3	3	906	213	1113	0	935
OLXF_grafted_with_TIUZ-7331	Tc02v2_t001560.1	85.193	905	126	5	3	906	213	1110	0	922
OLXF_grafted_with_TIUZ-7331	Tc02v2_t001560.2	85.627	814	111	4	3	814	213	1022	0	850
NUZN-6958	Tc09v2_t007930.3	84.425	565	88	0	1	565	340	904	5.21E-158	556
THHD-6958	Tc09v2_t007930.3	87.519	657	79	3	12	667	118	772	0	756
THHD-6958	Tc09v2_t007930.1	86.749	483	63	1	12	494	118	599	7.98E-152	536
Theca-v1.1-7028	Tc03v2_t010730.1	100	513	0	0	1	513	166	678	0	948
ZSAB_grafted_with_Theca-v1.1-7028	Tc03v2_t010730.1	86.857	525	57	1	1	525	166	678	3.66E-164	577
Arath-6139	Tc08v2_t002420.1	79.727	878	172	5	49	923	235	1109	5.03E-180	630
NUZN-6139	Tc08v2_t002420.1	85.931	924	130	0	1	924	187	1110	0	987
OLXF_grafted_with_NUZN-6139	Tc08v2_t002420.1	88.203	924	109	0	1	924	187	1110	0	1103
WYIG_grafted_with_NUZN-6139	Tc08v2_t002420.1	88.42	924	107	0	1	924	187	1110	0	1114
OLXF-5594	Tc08v2_t004340.1	84.834	633	96	0	15	647	438	1070	0	638
ZSAB-5594	Tc08v2_t004340.1	83.489	642	91	8	12	647	438	1070	2.72E-166	584
OLXF-6705	Tc01v2_t025070.1	87.755	294	36	0	1	294	10	303	2.18E-94	344
ZSAB-6705	Tc01v2_t025070.1	88.737	293	33	0	1	293	10	302	7.77E-99	359
BSEY-5922	Tc09v2_t019380.1	80.832	1466	260	20	5	1459	419	1874	0	1131
NUZN-5922	Tc09v2_t019380.1	85.528	1071	149	4	1	1068	820	1887	0	1114
Orysa-5922	Tc09v2_t019380.1	75.726	964	215	17	1	955	907	1860	1.6E-130	466
QUTB-5922	Tc09v2_t019380.1	85.605	1049	151	0	6	1054	846	1894	0	1101
UMUL-5922	Tc09v2_t019380.1	79.904	1458	282	9	3	1453	417	1870	0	1059
WYIG_grafted_with_TJLC-7325	Tc08v2_t007100.1	89.61	385	40	0	25	409	31	415	3.77E-138	490
WYIG-7135	Tc02v2_t023370.1	90.134	598	57	2	24	620	276	872	0	776
ZSAB-7135	Tc02v2_t023370.1	87.685	609	75	0	22	630	274	882	0	710
VUSY-6550	Tc10v2_t010380.1	87.037	378	49	0	1	378	277	654	2.75E-119	427
YKQR-6550	Tc10v2_t010380.1	86.501	363	49	0	1	363	277	639	5.75E-111	399
OLXF-6550	Tc10v2_t010380.1	90.212	378	37	0	1	378	277	654	2.68E-139	494
WYIG_grafted_with_YKQR-6550	Tc10v2_t010380.1	87.603	363	45	0	1	363	277	639	1.23E-117	422
EDXZ-6405	Tc06v2_t004750.2	77.214	926	182	22	1	913	82	991	6.33E-145	514
EDXZ-6405	Tc06v2_t004750.1	77.214	926	182	22	1	913	82	991	6.33E-145	514
HLJG-6405	Tc06v2_t004750.2	79.587	823	154	9	1	816	166	981	5.79E-164	577
HLJG-6405	Tc06v2_t004750.1	79.587	823	154	9	1	816	166	981	5.79E-164	577
MAQO-6405	Tc06v2_t004750.2	77.833	600	131	2	1	599	82	680	1.47E-101	370
MAQO-6405	Tc06v2_t004750.1	77.833	600	131	2	1	599	82	680	1.47E-101	370
QSKP-6405	Tc06v2_t004750.2	79.791	574	112	4	1	572	82	653	6.51E-115	414
QSKP-6405	Tc06v2_t004750.1	79.791	574	112	4	1	572	82	653	6.51E-115	414
THHD-6405	Tc06v2_t004750.2	84.498	916	132	8	1	911	82	992	0	896
THHD-6405	Tc06v2_t004750.1	84.498	916	132	8	1	911	82	992	0	896
ZSAB-6405	Tc06v2_t004750.2	85.963	748	72	13	1	724	244	982	0	774
ZSAB-6405	Tc06v2_t004750.1	85.963	748	72	13	1	724	244	982	0	774
WYIG_grafted_with_THHD-6405	Tc06v2_t004750.2	88.7	646	73	0	1	646	82	727	0	789
WYIG_grafted_with_THHD-6405	Tc06v2_t004750.2	91.093	247	19	2	650	896	758	1001	6.75E-90	331
WYIG_grafted_with_THHD-6405	Tc06v2_t004750.1	88.7	646	73	0	1	646	82	727	0	789
WYIG_grafted_with_THHD-6405	Tc06v2_t004750.1	91.093	247	19	2	650	896	758	1001	6.75E-90	331
OLXF_grafted_with_NUZN-6531	Tc03v2_t000350.2	89.383	405	43	0	4	408	301	705	2.88E-144	510
OLXF_grafted_with_NUZN-6531	Tc03v2_t000350.1	89.383	405	43	0	4	408	301	705	2.88E-144	510
OLXF_grafted_with_NUZN-6531	Tc03v2_t000350.3	89.383	405	43	0	4	408	301	705	2.88E-144	510
WYIG-6531	Tc03v2_t000350.2	90.347	404	39	0	1	404	298	701	2.2E-150	531
WYIG-6531	Tc03v2_t000350.1	90.347	404	39	0	1	404	298	701	2.2E-150	531
WYIG-6531	Tc03v2_t000350.3	90.347	404	39	0	1	404	298	701	2.2E-150	531
HDWF-5634	Tc01v2_t026590.1	85.178	533	75	4	136	666	190	720	4.77E-154	544
HDWF-5634	Tc01v2_t026590.2	85.178	533	75	4	136	666	190	720	4.77E-154	544
QUTB-5634	Tc01v2_t026590.1	85.765	562	78	2	4	564	196	756	6.8E-169	593
QUTB-5634	Tc01v2_t026590.1	88.39	267	27	4	557	822	856	1119	4.58E-86	318
QUTB-5634	Tc01v2_t026590.2	85.765	562	78	2	4	564	196	756	6.8E-169	593
QUTB-5634	Tc01v2_t026590.2	88.39	267	27	4	557	822	856	1119	4.58E-86	318
ZSAB_grafted_with_QUTB-5634	Tc01v2_t026590.1	85.931	924	103	11	4	900	196	1119	0	961
ZSAB_grafted_with_QUTB-5634	Tc01v2_t026590.2	85.931	924	103	11	4	900	196	1119	0	961
WYIG-5634	Tc01v2_t026590.1	91.224	490	43	0	1	490	262	751	0	667
WYIG-5634	Tc01v2_t026590.1	92.188	256	20	0	500	755	863	1118	1.93E-99	363
WYIG-5634	Tc01v2_t026590.2	91.224	490	43	0	1	490	262	751	0	667
WYIG-5634	Tc01v2_t026590.2	92.188	256	20	0	500	755	863	1118	1.93E-99	363
ZSAB_grafted_with_BEFC-6533	Tc06v2_t012090.1	91.443	783	67	0	168	950	264	1046	0	1075
WYIG_grafted_with_HBHB-6533	Tc06v2_t012090.1	87.771	785	96	0	5	789	104	888	0	918
BWRK-6128	Tc07v2_t006820.1	76.774	775	148	25	16	785	184	931	2.85E-112	405
HAEU-6128	Tc07v2_t006820.1	81.579	684	105	20	78	753	284	954	1.5E-154	545
RSPO-6128	Tc07v2_t006820.1	79.828	699	106	28	79	752	232	920	5.79E-134	477
RZTJ-6128	Tc07v2_t006820.1	82.206	680	95	21	60	726	288	954	1.43E-159	562
WYIG_grafted_with_HAEU-6128	Tc07v2_t006820.1	84.875	800	108	10	1	798	166	954	0	795
ZSAB_grafted_with_RZTJ-6128	Tc07v2_t006820.1	86.963	675	69	18	60	723	288	954	0	741
FYTP-5703	Tc02v2_t012200.1	83.153	463	61	8	1	462	901	1347	5.67E-113	407
ZSAB_grafted_with_FYTP-5703	Tc02v2_t012200.1	91.616	489	41	0	1	489	859	1347	0	676
WYIG-6649	Tc10v2_t009950.2	92.188	384	30	0	1	384	1	384	2.67E-154	544
WYIG-6649	Tc10v2_t009950.3	92.188	384	30	0	1	384	1	384	2.67E-154	544
WYIG-6649	Tc10v2_t009950.1	92.188	384	30	0	1	384	1	384	2.67E-154	544
WYIG_grafted_with_HLJG-6004	Tc01v2_t018950.1	85.794	535	71	3	4	534	415	948	1.04E-159	562
WVEF-6378	Tc07v2_t006300.2	82.154	650	113	3	1	650	538	1184	2.17E-157	555
WVEF-6378	Tc07v2_t006300.1	82.154	650	113	3	1	650	703	1349	2.17E-157	555
OLXF_grafted_with_WVEF-6378	Tc07v2_t006300.2	82.727	660	111	3	1	660	538	1194	2.77E-166	584
OLXF_grafted_with_WVEF-6378	Tc07v2_t006300.1	82.727	660	111	3	1	660	703	1359	2.77E-166	584
WYIG-6378	Tc07v2_t006300.2	90.185	1029	101	0	1	1029	160	1188	0	1341
WYIG-6378	Tc07v2_t006300.1	90.185	1029	101	0	1	1029	325	1353	0	1341
FYTP-6458	Tc04v2_t017790.2	87.17	834	107	0	1	834	526	1359	0	948
FYTP-6458	Tc04v2_t017790.1	87.17	834	107	0	1	834	532	1365	0	948
HOKG-6458	Tc04v2_t017790.2	83.183	333	56	0	522	854	603	935	3.16E-82	305
HOKG-6458	Tc04v2_t017790.1	83.183	333	56	0	522	854	609	941	3.16E-82	305
RZTJ-6458	Tc04v2_t017790.2	85.806	1085	151	1	1	1082	274	1358	0	1147
RZTJ-6458	Tc04v2_t017790.1	85.806	1085	151	1	1	1082	280	1364	0	1147
OLXF-6458	Tc04v2_t017790.2	93.131	1252	86	0	2	1253	113	1364	0	1836
OLXF-6458	Tc04v2_t017790.1	93.131	1252	86	0	2	1253	119	1370	0	1836
BCAA-5980	Tc09v2_t019990.2	86.254	662	87	3	1	660	532	1191	0	715
BCAA-5980	Tc09v2_t019990.1	86.254	662	87	3	1	660	532	1191	0	715
INQX-5980	Tc09v2_t019990.2	85.933	327	46	0	1	327	532	858	5.25E-96	350
INQX-5980	Tc09v2_t019990.1	85.933	327	46	0	1	327	532	858	5.25E-96	350
MVSE-5980	Tc09v2_t019990.2	85.538	650	94	0	1	650	532	1181	0	680
MVSE-5980	Tc09v2_t019990.1	85.538	650	94	0	1	650	532	1181	0	680
QTJY-5980	Tc09v2_t019990.2	83.969	655	103	2	1	654	532	1185	4.54E-179	627
QTJY-5980	Tc09v2_t019990.1	83.969	655	103	2	1	654	532	1185	4.54E-179	627
OLXF-5980	Tc09v2_t019990.2	86.308	650	77	8	1	638	532	1181	0	721
OLXF-5980	Tc09v2_t019990.1	86.308	650	77	8	1	638	532	1181	0	721
ZSAB-5980	Tc09v2_t019990.2	89.055	603	62	4	1	599	573	1175	0	750
ZSAB-5980	Tc09v2_t019990.1	89.055	603	62	4	1	599	573	1175	0	750
SVVG-5841	Tc08v2_t004900.1	84.681	816	125	0	1	816	31	846	0	815
OLXF_grafted_with_HYZL-5841	Tc08v2_t004900.1	88.312	770	90	0	1	770	31	800	0	924
HAEU-5430	Tc09v2_t008030.1	83.473	478	77	2	1	477	112	588	3.5E-124	444
ZSAB-5430	Tc09v2_t008030.1	90.683	483	39	2	1	483	112	588	0	638
WYIG-5430	Tc09v2_t008030.1	90.776	477	44	0	1	477	112	588	0	638
OLXF_grafted_with_HAEU-5430	Tc09v2_t008030.1	87.5	480	60	0	1	480	109	588	1.56E-157	555
HAEU-7273	Tc02v2_t017030.1	86.588	425	56	1	1	424	352	776	1.84E-131	468
HYZL-6198	Tc05v2_t026690.1	87.075	441	51	2	1	441	157	591	3.15E-139	494
WYIG-6198	Tc05v2_t026690.1	93.206	471	32	0	1	471	121	591	0	693
TDTF-6226	Tc03v2_t027140.1	81.21	628	110	7	82	705	706	1329	1.17E-140	499
TDTF-6226	Tc03v2_t027140.2	80.473	507	91	7	203	705	692	1194	4.41E-105	381
OLXF-6226	Tc03v2_t027140.1	86.015	1044	140	1	1	1044	325	1362	0	1114
OLXF-6226	Tc03v2_t027140.2	87.127	536	69	0	509	1044	692	1227	2.65E-173	608
QUTB-7194	Tc08v2_t008420.2	84.029	407	62	1	43	446	346	752	1.58E-107	388
QUTB-7194	Tc08v2_t008420.1	84.029	407	62	1	43	446	346	752	1.58E-107	388
WYIG_grafted_with_WYIG-7194	Tc08v2_t008420.2	90.09	444	44	0	16	459	316	759	3.18E-164	577
WYIG_grafted_with_WYIG-7194	Tc08v2_t008420.1	90.09	444	44	0	16	459	316	759	3.18E-164	577
AALA-5858	Tc06v2_t003290.3	79.27	603	118	6	1	599	1	600	3.79E-115	414
AALA-5858	Tc06v2_t003290.2	79.27	603	118	6	1	599	1	600	3.79E-115	414
AALA-5858	Tc06v2_t003290.1	79.27	603	118	6	1	599	1	600	3.79E-115	414
GHLP-5858	Tc06v2_t003290.3	76.678	596	133	6	1	593	1	593	1.82E-88	326
GHLP-5858	Tc06v2_t003290.2	76.678	596	133	6	1	593	1	593	1.82E-88	326
GHLP-5858	Tc06v2_t003290.1	76.678	596	133	6	1	593	1	593	1.82E-88	326
HQRJ-5858	Tc06v2_t003290.3	84.38	589	90	2	1	588	1	588	4.57E-164	577
HQRJ-5858	Tc06v2_t003290.2	84.38	589	90	2	1	588	1	588	4.57E-164	577
HQRJ-5858	Tc06v2_t003290.1	84.38	589	90	2	1	588	1	588	4.57E-164	577
SVVG-5858	Tc06v2_t003290.3	82.992	635	102	2	1	632	1	632	7.61E-162	569
SVVG-5858	Tc06v2_t003290.2	82.992	635	102	2	1	632	1	632	7.61E-162	569
SVVG-5858	Tc06v2_t003290.1	82.992	635	102	2	1	632	1	632	7.61E-162	569
ZSAB_grafted_with_SVVG-5858	Tc06v2_t003290.3	85.285	632	93	0	1	632	1	632	0	652
ZSAB_grafted_with_SVVG-5858	Tc06v2_t003290.2	85.285	632	93	0	1	632	1	632	0	652
ZSAB_grafted_with_SVVG-5858	Tc06v2_t003290.1	85.285	632	93	0	1	632	1	632	0	652
ZSAB_grafted_with_QUTB-6679	TcUnv2_t001740.1	86.541	639	86	0	1	639	148	786	0	704
OLXF_grafted_with_HAEU-6601	Tc08v2_t002810.2	86.585	574	77	0	2	575	335	908	0	634
OLXF_grafted_with_HAEU-6601	Tc08v2_t002810.3	86.585	574	77	0	2	575	281	854	0	634
OLXF_grafted_with_HAEU-6601	Tc08v2_t002810.1	86.585	574	77	0	2	575	335	908	0	634
OLXF-4942	Tc09v2_t007150.2	91.336	831	57	6	1	816	67	897	0	1122
OLXF-4942	Tc09v2_t007150.3	91.336	831	57	6	1	816	67	897	0	1122
WWKL-5859	Tc09v2_t007220.1	82.9	731	104	11	1	713	172	899	0	638
ZSAB-5859	Tc09v2_t007220.1	91.392	697	60	0	1	697	172	868	0	955
WYIG_grafted_with_WWKL-5859	Tc09v2_t007220.1	84.815	731	78	13	1	701	172	899	0	704
Carpa-ASGPBv0.4-5958	Tc01v2_t020820.2	84.211	342	54	0	1	342	202	543	5.55E-91	333
NTEO-5958	Tc01v2_t020820.2	83.673	343	56	0	6	348	198	540	3.4E-88	324
QUTB-5299	Tc05v2_t024610.1	83.936	747	114	2	1	741	217	963	0	710
TIUZ-5299	Tc05v2_t024610.1	81.835	545	95	4	37	579	61	603	1.98E-127	455
UMUL-5299	Tc05v2_t024610.1	77.267	761	173	0	157	917	181	941	5.47E-125	448
WYIG_grafted_with_TIUZ-5299	Tc05v2_t024610.1	84.771	545	79	4	37	579	61	603	4.1E-154	544
OLXF_grafted_with_BCAA-6565	Tc03v2_t000020.1	87.371	483	58	2	1	483	103	582	2.03E-156	551
OLXF_grafted_with_BCAA-6565	Tc03v2_t000020.2	87.371	483	58	2	1	483	103	582	2.03E-156	551
MAQO-6041	Tc01v2_t025170.2	81.181	1913	337	21	149	2051	317	2216	0	1517
MAQO-6041	Tc01v2_t025170.1	81.181	1913	337	21	149	2051	317	2216	0	1517
RJIM-6041	Tc01v2_t025170.2	83.439	1413	201	18	1	1383	808	2217	0	1282
RJIM-6041	Tc01v2_t025170.1	83.439	1413	201	18	1	1383	808	2217	0	1282
THHD-6041	Tc01v2_t025170.2	86.614	1509	200	2	142	1649	319	1826	0	1666
THHD-6041	Tc01v2_t025170.1	86.614	1509	200	2	142	1649	319	1826	0	1666
WOHL-6041	Tc01v2_t025170.2	80.251	1195	223	8	56	1239	1025	2217	0	887
WOHL-6041	Tc01v2_t025170.1	80.251	1195	223	8	56	1239	1025	2217	0	887
QUTB-5865	Tc05v2_t020430.3	81.745	1375	231	10	1	1356	895	2268	0	1131
QUTB-5865	Tc05v2_t020430.2	83.001	1153	194	2	205	1356	1186	2337	0	1042
QUTB-5865	Tc05v2_t020430.1	83.001	1153	194	2	205	1356	1168	2319	0	1042
OLXF-5865	Tc05v2_t020430.2	87.731	864	106	0	493	1356	1492	2355	0	1009
OLXF-5865	Tc05v2_t020430.1	87.731	864	106	0	493	1356	1474	2337	0	1009
OLXF-5865	Tc05v2_t020430.3	87.731	864	106	0	493	1356	1423	2286	0	1009
ZSAB_grafted_with_QIKZ-7577	Tc04v2_t003200.1	88.222	450	53	0	1	450	70	519	1.47E-152	538
WYIG_grafted_with_QIKZ-7577	Tc04v2_t003200.1	90.214	327	32	0	1	327	193	519	2.36E-119	427
OLXF-5815	Tc09v2_t021390.1	91.298	655	55	2	3	656	6	659	0	893
WYIG_grafted_with_THHD-5815	Tc09v2_t021390.1	90.413	678	65	0	1	678	10	687	0	893
ZSAB-5815	Tc09v2_t021390.1	90.469	682	63	2	1	681	7	687	0	900
OLXF-6130	Tc02v2_t024650.1	91.699	518	43	0	1	518	262	779	0	719
WYIG-6130	Tc02v2_t024650.1	92.105	494	39	0	1	494	262	755	0	697
HAEU-6460	Tc04v2_t017050.2	82.74	927	141	15	1	916	406	1324	0	808
HAEU-6460	Tc04v2_t017050.1	82.74	927	141	15	1	916	406	1324	0	808
OLXF_grafted_with_HAEU-6460	Tc04v2_t017050.2	83.566	931	136	13	1	921	406	1329	0	856
OLXF_grafted_with_HAEU-6460	Tc04v2_t017050.1	83.566	931	136	13	1	921	406	1329	0	856
Ambtr-5699	Tc04v2_t005100.4	79.515	454	89	4	1	452	28	479	8.58E-87	320
Ambtr-5699	Tc04v2_t005100.3	79.515	454	89	4	1	452	28	479	8.58E-87	320
NCVK-5699	Tc04v2_t005100.3	78.076	707	134	14	1	689	28	731	5.19E-119	427
NCVK-5699	Tc04v2_t005100.4	80.171	469	89	4	1	467	28	494	4.16E-95	348
Arath-6098	Tc03v2_t026690.1	78.177	1503	296	27	1	1482	16	1507	0	929
DRIL-6098	Tc03v2_t026690.1	81.692	934	167	4	1	932	532	1463	0	774
Orysa-6098	Tc03v2_t026690.1	75.31	1450	330	22	4	1438	19	1455	0	669
QSKP-6098	Tc03v2_t026690.1	79.843	1399	256	22	36	1421	117	1502	0	998
VUSY-6098	Tc03v2_t026690.1	84.122	1480	233	2	1	1479	37	1515	0	1430
ZSAB_grafted_with_VUSY-6098	Tc03v2_t026690.1	86.892	1480	192	2	1	1479	37	1515	0	1657
OLXF_grafted_with_VUSY-6098	Tc03v2_t026690.1	89.307	823	86	2	664	1485	694	1515	0	1031
